requirement_id,requirement,statement_id,speaker,timestamp,source_text
REQ-061,The system shall enable the referee to send notifications.,S331,spk_1,2026-08-27 00:26:53,No no no just the referee in the middle of the system and receive its response uh In a immediate immediately.
REQ-061,The system shall enable the referee to send notifications.,S324,spk_1,2026-08-27 00:25:37,"When he is in a game, you should get a high priority so we can report the events as quick as possible."
REQ-061,The system shall enable the referee to send notifications.,S325,spk_1,2026-08-27 00:25:37,"Okay, well, this is uh, the uh, the major concerns from the regular user experience that we are."
REQ-061,The system shall enable the referee to send notifications.,S326,spk_1,2026-08-27 00:25:37,Okay.
REQ-061,The system shall enable the referee to send notifications.,S327,spk_1,2026-08-27 00:25:37,Uh
REQ-061,The system shall enable the referee to send notifications.,S328,spk_2,2026-08-27 00:26:36,Do you expect or or need a two way communication with the referee.
REQ-062,The system should …,S347,spk_2,2026-08-27 00:28:20,And also the after the system is up and running all the storage the computing everything should be handled by an external company sources around the cloud service or some kind of service in the uh Okay.
REQ-062,The system should …,S348,spk_2,2026-08-27 00:28:20,"Uh I I know it's a it's a very general question, but is there any legal or financial restrictions on the system to have, like there any data that's too confidential to store uh off sites or anything like this?"
REQ-063,The system shall view.,S354,spk_1,2026-08-27 00:29:00,"So it might be that we need uh to adjust the system to the local regulation, the local review."
REQ-063,The system shall view.,S355,spk_1,2026-08-27 00:29:00,"So, for example, in terms of language, in terms of currency, in terms of time zone, so this is important."
REQ-064,The system should …,S359,spk_1,2026-08-27 00:29:00,Uh We should take this into consideration.
REQ-064,The system should …,S360,spk_1,2026-08-27 00:29:00,Indeed that's a good question.
REQ-065,The team should.,S361,spk_2,2026-08-27 00:29:59,Okay so should it be like uh your in house IT Team or technical team should decide what goes inside and what goes into the cloud.
REQ-065,The team should.,S362,spk_2,2026-08-27 00:29:59,You have something like this in mind?
REQ-066,The system shall define.,S364,spk_1,2026-08-27 00:30:14,Yeah I think it should be uh we should have we should define it as uh initiative to discuss.
REQ-066,The system shall define.,S365,spk_1,2026-08-27 00:30:14,So the the notion of where the data center for which label things like that uh should be allocated whether we have uh how do we actually distribute the data?
REQ-067,The system should …,S365,spk_1,2026-08-27 00:30:14,So the the notion of where the data center for which label things like that uh should be allocated whether we have uh how do we actually distribute the data?
REQ-067,The system should …,S366,spk_1,2026-08-27 00:30:14,Okay.
REQ-067,The system should …,S360,spk_1,2026-08-27 00:29:00,Indeed that's a good question.
REQ-067,The system should …,S361,spk_2,2026-08-27 00:29:59,Okay so should it be like uh your in house IT Team or technical team should decide what goes inside and what goes into the cloud.
REQ-067,The system should …,S362,spk_2,2026-08-27 00:29:59,You have something like this in mind?
REQ-067,The system should …,S363,spk_2,2026-08-27 00:29:59,I mean do we need to have that flexible or is it a question for later?
REQ-067,The system should …,S364,spk_1,2026-08-27 00:30:14,Yeah I think it should be uh we should have we should define it as uh initiative to discuss.
REQ-068,The system shall ensure that the budget is encrypted.,S369,spk_1,2026-08-27 00:30:14,So maybe the budget data should be encrypted in some way to avoid leakage.
REQ-068,The system shall ensure that the budget is encrypted.,S370,spk_2,2026-08-27 00:31:05,Okay.
REQ-069,The system shall provide a portal.,S380,spk_2,2026-08-27 00:31:44,Within the portal of the of the system to be
REQ-069,The system shall provide a portal.,S381,spk_0,2026-08-27 00:31:49,so uh so so this is the uh this I'm sorry I just got flustered.
REQ-070,The system shall provide a budget feature for the player.,S383,spk_0,2026-08-27 00:31:49,But then do the players need to have a have an interface within the budgeting interface where they can see their salaries or something?
REQ-070,The system shall provide a budget feature for the player.,S384,spk_0,2026-08-27 00:31:49,No.
REQ-071,The system shall enable the team to register.,S399,spk_1,2026-08-27 00:32:51,"I would say that the basic of the system, meaning the teams setting the league, setting the season, uh register of the referees and the fans are the basic of the systems."
REQ-071,The system shall enable the team to register.,S400,spk_1,2026-08-27 00:32:51,So this should be at the first phase.
REQ-072,The system should …,S400,spk_1,2026-08-27 00:32:51,So this should be at the first phase.
REQ-072,The system should …,S401,spk_1,2026-08-27 00:32:51,Okay.
REQ-073,The system shall provide budget functionality.,S404,spk_0,2026-08-27 00:33:39,"Okay, so first, very first the urgent one is the scheduling and then the budgeting and then uh okay."
REQ-073,The system shall provide budget functionality.,S405,spk_0,2026-08-27 00:33:39,Um there was another line in documentation which said that officials of the IFA should be involved in the system?
REQ-074,The system should accommodate the ifa actor.,S405,spk_0,2026-08-27 00:33:39,Um there was another line in documentation which said that officials of the IFA should be involved in the system?
REQ-074,The system should accommodate the ifa actor.,S406,spk_0,2026-08-27 00:33:39,"I have, the officials will have a role to play."
REQ-074,The system should accommodate the ifa actor.,S408,spk_2,2026-08-27 00:34:03,I don't think uh maybe it's paraphrasing a little.
REQ-074,The system should accommodate the ifa actor.,S400,spk_1,2026-08-27 00:32:51,So this should be at the first phase.
REQ-074,The system should accommodate the ifa actor.,S401,spk_1,2026-08-27 00:32:51,Okay.
REQ-074,The system should accommodate the ifa actor.,S402,spk_1,2026-08-27 00:32:51,The second phase will consist of the budgetary on the one and the scheduling on the other the third stage would be that the referee can uh update the the game information in real time.
REQ-074,The system should accommodate the ifa actor.,S403,spk_1,2026-08-27 00:32:51,So this is the stages I'm expecting.
REQ-074,The system should accommodate the ifa actor.,S404,spk_0,2026-08-27 00:33:39,"Okay, so first, very first the urgent one is the scheduling and then the budgeting and then uh okay."
REQ-075,The system should …,S410,spk_1,2026-08-27 00:34:09,"Okay, the officials should be."
REQ-075,The system should …,S411,spk_1,2026-08-27 00:34:09,Mhm.
REQ-076,The system shall only.,S425,spk_1,2026-08-27 00:35:27,you're right there's only within the administration is only one role.
REQ-076,The system shall only.,S426,spk_0,2026-08-27 00:35:33,Okay.
REQ-076,The system shall only.,S420,spk_2,2026-08-27 00:35:02,I think I think what we are trying to get you out there any other participants or activity that we missed in the crisis?
REQ-076,The system shall only.,S421,spk_1,2026-08-27 00:35:07,Currently in my view there is the IFA representative administration is one role that can do the budget and the scheduling and all activities.
REQ-076,The system shall only.,S422,spk_1,2026-08-27 00:35:07,There are no separation among the various
REQ-076,The system shall only.,S423,spk_2,2026-08-27 00:35:21,okay so there is no uh specific departments for IT And finance and so on.
REQ-076,The system shall only.,S424,spk_2,2026-08-27 00:35:21,There is nothing like this.
REQ-077,The system should register.,S437,spk_1,2026-08-27 00:36:09,So eventually should register to the system internet so we can be able to identification.
REQ-077,The system should register.,S438,spk_1,2026-08-27 00:36:09,Otherwise it would be just a guest.
REQ-078,The system should.,S451,spk_1,2026-08-27 00:37:20,All past archives should be kept.
REQ-078,The system should.,S452,spk_1,2026-08-27 00:37:20,The reason that it should be kept.
REQ-079,The system should …,S452,spk_1,2026-08-27 00:37:20,The reason that it should be kept.
REQ-079,The system should …,S453,spk_1,2026-08-27 00:37:20,It's to allow some kind of recommendation reasoning maybe for the funds that are uh involved in gambling and reason about the future by okay.
REQ-080,The system shall allow the referee to register the budget.,S459,spk_1,2026-08-27 00:37:20,"Not sure but we we mentioned the I. F. A. should be able to define the league, define the season, appoint referee or register referees, setting the various policies for the budget for the game, policy scheduling for the referee scheduling."
REQ-080,The system shall allow the referee to register the budget.,S460,spk_1,2026-08-27 00:37:20,And then of course activate.
REQ-080,The system shall allow the referee to register the budget.,S454,spk_1,2026-08-27 00:37:20,Last event.
REQ-080,The system shall allow the referee to register the budget.,S455,spk_1,2026-08-27 00:37:20,So.
REQ-080,The system shall allow the referee to register the budget.,S456,spk_1,2026-08-27 00:37:20,Okay.
REQ-080,The system shall allow the referee to register the budget.,S457,spk_1,2026-08-27 00:37:20,Uh So we need to keep the data.
REQ-080,The system shall allow the referee to register the budget.,S458,spk_1,2026-08-27 00:37:20,Um Yeah what else.
REQ-081,The system shall allow the referee to insert.,S467,spk_1,2026-08-27 00:38:46,Representative insert invites the referee to being part of the system for the players.
REQ-081,The system shall allow the referee to insert.,S468,spk_1,2026-08-27 00:38:46,The team entered the details into the system.
