statement_id,turn_id,speaker,timestamp,timestamp_seconds,original_text,normalized_text,position_in_turn,word_count,is_short,has_redacted_name,dialogue_act,dialogue_confidence,requirement_candidate
S170,T039,spk_2,2026-08-27 00:13:12,792,"And for the teams, currently do they have any input on the schedule, like they prefer some teams prefer to play in the weekends or specific days or anything.","And for the teams, currently do they have any input on the schedule, like they prefer some teams prefer to play in the weekends or specific days or anything.",1,29,False,False,question,0.4482876658,False
S171,T040,spk_1,2026-08-27 00:13:20,800,The team doesn't have any say regarding the schedule.,The team doesn't have any say regarding the schedule.,0,9,False,False,opinion,0.2443154156,False
S172,T041,spk_2,2026-08-27 00:13:23,803,And would you like them to have a say in the algorithm of the scheduling later on the system to be,And would you like them to have a say in the algorithm of the scheduling later on the system to be,0,21,False,False,question,0.2882774174,True
S173,T042,spk_1,2026-08-27 00:13:27,807,No no no.,No.,0,1,True,False,disagreement,0.2427420318,False
S174,T042,spk_1,2026-08-27 00:13:27,807,"Once you are scheduled for a season, it's done.","Once you are scheduled for a season, it's done.",1,9,False,False,agreement,0.5287429094,False
S175,T042,spk_1,2026-08-27 00:13:27,807,Okay.,Okay.,2,1,True,False,clarification,0.3142274916,False
S176,T042,spk_1,2026-08-27 00:13:27,807,"It cannot be changed unless there's one um, it might be reduced to certain circumstances.","It cannot be changed unless there's one , it might be reduced to certain circumstances.",3,15,False,False,constraint,0.369684875,True
S177,T042,spk_1,2026-08-27 00:13:27,807,The game is canceled.,The game is canceled.,4,4,False,False,disagreement,0.244176954,False
S178,T042,spk_1,2026-08-27 00:13:27,807,"The weather, Uh, something happened within the city area and things like that.","The weather, , something happened within the city area and things like that.",5,13,False,False,clarification,0.1658305973,False
S179,T042,spk_1,2026-08-27 00:13:27,807,"So in that sense, we need to reschedule the game.","So in that sense, we need to reschedule the game.",6,10,False,False,clarification,0.1925624609,True
S180,T042,spk_1,2026-08-27 00:13:27,807,"So in that sense, in that case we need to allow manual adjustment of the schedule.","So in that sense, in that case we need to allow manual adjustment of the schedule.",7,16,False,False,clarification,0.2326878011,True
S181,T043,spk_2,2026-08-27 00:14:02,842,Okay.,Okay.,0,1,True,False,clarification,0.3142276406,False
S182,T043,spk_2,2026-08-27 00:14:02,842,Okay.,Okay.,1,1,True,False,clarification,0.3142274916,False
S183,T043,spk_2,2026-08-27 00:14:02,842,And the system to be there would be a manual adjustment.,And the system to be there would be a manual adjustment.,2,11,False,False,correction,0.1870524138,True
S184,T043,spk_2,2026-08-27 00:14:02,842,"Okay, sure.","Okay, sure.",3,2,True,False,agreement,0.34816807510000003,False
S185,T044,spk_1,2026-08-27 00:14:07,847,"Another case that could be, it might be that the yeah.","Another case that could be, it might be that the yeah.",0,11,False,False,clarification,0.220207274,False
S186,T044,spk_1,2026-08-27 00:14:07,847,"When the system offers scheduling for the games throughout the year, the administration review it and see that there are problems.","When the system offers scheduling for the games throughout the year, the administration review it and see that there are problems.",1,21,False,False,disagreement,0.2549907267,True
S187,T044,spk_1,2026-08-27 00:14:07,847,So we might override the results yet you need to explicate.,So we might override the results yet you need to explicate.,2,11,False,False,clarification,0.4851302207,True
S188,T044,spk_1,2026-08-27 00:14:07,847,You need to explain the rationale for the change.,You need to explain the rationale for the change.,3,9,False,False,clarification,0.4284451604,True
S189,T044,spk_1,2026-08-27 00:14:07,847,"Again, you to transparency and bias issues you have to explicate.","Again, you to transparency and bias issues you have to explicate.",4,11,False,False,clarification,0.4558688402,False
S190,T044,spk_1,2026-08-27 00:14:07,847,And then another IFA representative should confirm that change.,And then another IFA representative should confirm that change.,5,9,False,False,clarification,0.200313434,True
S191,T045,spk_2,2026-08-27 00:14:47,887,"All right, okay.","All right, okay.",0,3,True,False,clarification,0.34935012460000003,False
S192,T046,spk_0,2026-08-27 00:14:49,889,Yeah.,Yeah.,0,1,True,False,clarification,0.2715659738,False
S193,T046,spk_0,2026-08-27 00:14:49,889,"So uh if I understand this correctly in the scheduling system or software that we will build um there at the very best level there exists a team of schedulers who look into the teams and then they schedule the games and then on top of it there, as I say, a master scheduler who approves this scheduling and in in case of weather changes that he he can manually change the scheduling and on top of the master scheduler a is an IFA Admin or team of admins who can again overlook and if they want to change it, they can explicitly say that.","So if I understand this correctly in the scheduling system or software that we will build there at the very best level there exists a team of schedulers who look into the teams and then they schedule the games and then on top of it there, as I say, a master scheduler who approves this scheduling and in case of weather changes that he can manually change the scheduling and on top of the master scheduler a is an IFA Admin or team of admins who can again overlook and if they want to change it, they can explicitly say that.",1,101,False,False,answer,0.2927393019,True
S194,T046,spk_0,2026-08-27 00:14:49,889,Why do they want to change the existing scheduling?,Why do they want to change the existing scheduling?,2,9,False,False,question,0.5038127303000001,True
S195,T047,spk_1,2026-08-27 00:15:32,932,No there is only one level.,No there is only one level.,0,6,False,False,clarification,0.2841820419,True
S196,T047,spk_1,2026-08-27 00:15:32,932,The automatic scheduling and override by the IFA representative.,The automatic scheduling and override by the IFA representative.,1,9,False,False,agreement,0.1898868829,False
S197,T047,spk_1,2026-08-27 00:15:32,932,Okay.,Okay.,2,1,True,False,clarification,0.3142276406,False
S198,T047,spk_1,2026-08-27 00:15:32,932,Okay.,Okay.,3,1,True,False,clarification,0.3142276406,False
S199,T047,spk_1,2026-08-27 00:15:32,932,Okay.,Okay.,4,1,True,False,clarification,0.3142276406,False
S200,T047,spk_1,2026-08-27 00:15:32,932,Yeah just one level.,Yeah just one level.,5,4,False,False,clarification,0.2391456217,False
S201,T048,spk_2,2026-08-27 00:15:41,941,Okay.,Okay.,0,1,True,False,clarification,0.3142276406,False
S202,T048,spk_2,2026-08-27 00:15:41,941,And and this level of the IFA Scheduler is uh you need approval from two of them.,And this level of the IFA Scheduler is you need approval from two of them.,1,15,False,False,constraint,0.2285948843,True
S203,T048,spk_2,2026-08-27 00:15:41,941,A second reviewer.,A second reviewer.,2,3,True,False,opinion,0.2203857005,False
S204,T048,spk_2,2026-08-27 00:15:41,941,In case of change.,In case of change.,3,4,False,False,clarification,0.3810924292,False
S205,T049,spk_1,2026-08-27 00:15:50,950,"The same role, they are colleagues, but different people.","The same role, they are colleagues, but different people.",0,9,False,False,clarification,0.3409851789,False
S206,T049,spk_1,2026-08-27 00:15:50,950,Okay.,Okay.,1,1,True,False,clarification,0.3142272532,False
S207,T049,spk_1,2026-08-27 00:15:50,950,They play the same role but in the specific case they uh played the role of initiator and an approver.,They play the same role but in the specific case they played the role of initiator and an approver.,2,19,False,False,clarification,0.2657159269,False
S208,T050,spk_2,2026-08-27 00:16:12,972,Okay.,Okay.,0,1,True,False,clarification,0.3142276406,False
S209,T050,spk_2,2026-08-27 00:16:12,972,Okay.,Okay.,1,1,True,False,clarification,0.3142276108,False
S210,T050,spk_2,2026-08-27 00:16:12,972,We talked about the teams and the referees.,We talked about the teams and the referees.,2,8,False,False,answer,0.16269262140000001,False
S211,T050,spk_2,2026-08-27 00:16:12,972,I think we need to move to the fans.,I think we need to move to the fans.,3,9,False,False,disagreement,0.2024920881,True
S212,T051,spk_0,2026-08-27 00:16:16,976,Just I have one more question.,Just I have one more question.,0,6,False,False,question,0.6957136393000001,False
S213,T051,spk_0,2026-08-27 00:16:16,976,Sorry.,Sorry.,1,1,True,False,correction,0.4908722043,False
S214,T051,spk_0,2026-08-27 00:16:16,976,About the scheduling.,About the scheduling.,2,3,True,False,clarification,0.2800604105,False
S215,T051,spk_0,2026-08-27 00:16:16,976,Uh Is that a number of days gap for example I am team A and he's team B. And uh suppose we played a match together.,Is that a number of days gap for example I am team A and he's team B. And suppose we played a match together.,3,24,False,False,question,0.4097487032,False
S216,T051,spk_0,2026-08-27 00:16:16,976,Now we have a minimum we should have two days of gap before playing the next game or one day of gap before playing the next game.,Now we have a minimum we should have two days of gap before playing the next game or one day of gap before playing the next game.,4,27,False,False,question,0.217212081,True
S217,T052,spk_1,2026-08-27 00:16:35,995,That will be part of the policy of the scheduling.,That will be part of the policy of the scheduling.,0,10,False,False,agreement,0.2758800387,False
S218,T053,spk_0,2026-08-27 00:16:38,998,Yeah.,Yeah.,0,1,True,False,clarification,0.2715660334,False
S219,T053,spk_0,2026-08-27 00:16:38,998,Okay.,Okay.,1,1,True,False,clarification,0.3142273128,False
S220,T053,spk_0,2026-08-27 00:16:38,998,So you mentioned this in your own uh in the software like this is how you should schedule.,So you mentioned this in your own in the software like this is how you should schedule.,2,17,False,False,clarification,0.19212751090000002,True
S221,T054,spk_1,2026-08-27 00:16:45,1005,uh policy you have at least uh you have the number of teams multiplied by two days where the next match,policy you have at least you have the number of teams multiplied by two days where the next match,0,19,False,False,agreement,0.3088954687,True
S222,T055,spk_2,2026-08-27 00:16:56,1016,And you need to be to be able to define these parameters into the system to be built.,And you need to be to be able to define these parameters into the system to be built.,0,18,False,False,priority,0.1957301944,True
S223,T055,spk_2,2026-08-27 00:16:56,1016,Right.,Right.,1,1,True,False,clarification,0.2969785929,False
S224,T056,spk_0,2026-08-27 00:17:04,1024,All right.,All right.,0,2,True,False,clarification,0.3409101665,False
S225,T056,spk_0,2026-08-27 00:17:04,1024,Moving on to the fan portal.,Moving on to the fan portal.,1,6,False,False,clarification,0.1925399005,False
S226,T056,spk_0,2026-08-27 00:17:04,1024,Um uh it was mentioned that you need experience improvements for the fans.,it was mentioned that you need experience improvements for the fans.,2,11,False,False,clarification,0.2088665664,False
S227,T056,spk_0,2026-08-27 00:17:04,1024,So can you be very specific like we want to hear from you before suggesting our technical improvements.,So can you be very specific like we want to hear from you before suggesting our technical improvements.,3,18,False,False,question,0.3051021695,True
S228,T056,spk_0,2026-08-27 00:17:04,1024,So what experience improvements do you expect?,So what experience improvements do you expect?,4,7,False,False,question,0.40896680950000003,False
S229,T057,spk_1,2026-08-27 00:17:25,1045,"So currently any information the fans would like nowadays, they need to pull the information.","So currently any information the fans would like nowadays, they need to pull the information.",0,15,False,False,constraint,0.23167514800000003,True
S230,T057,spk_1,2026-08-27 00:17:25,1045,Yeah.,Yeah.,1,1,True,False,clarification,0.2715657949,False
S231,T057,spk_1,2026-08-27 00:17:25,1045,You need to look for it.,You need to look for it.,2,6,False,False,priority,0.2494002283,True
S232,T057,spk_1,2026-08-27 00:17:25,1045,If you can change is the schedule.,If you can change is the schedule.,3,7,False,False,question,0.3123915792,False
S233,T057,spk_1,2026-08-27 00:17:25,1045,They need to look for it.,They need to look for it.,4,6,False,False,priority,0.2934743166,True
S234,T057,spk_1,2026-08-27 00:17:25,1045,"Uh If a player post a message, you should look for it and things like that.","If a player post a message, you should look for it and things like that.",5,15,False,False,clarification,0.2101423293,True
S235,T057,spk_1,2026-08-27 00:17:25,1045,"Our view in the new systems, we would like the fan to get information from the system in a push mail.","Our view in the new systems, we would like the fan to get information from the system in a push mail.",6,21,False,False,opinion,0.2024027705,True
S236,T057,spk_1,2026-08-27 00:17:25,1045,"So for example, if he's interested in a, in a certain game Barcelona versus Real Madrid.","So for example, if he's interested in a, in a certain game Barcelona versus Real Madrid.",7,16,False,False,question,0.2497010976,False
S237,T057,spk_1,2026-08-27 00:17:25,1045,"Uh, so we would register to that game and you would get notifications, notifications regarding that game.",", so we would register to that game and you would get notifications, notifications regarding that game.",8,17,False,False,agreement,0.3642074168,False
S238,T057,spk_1,2026-08-27 00:17:25,1045,"For example, if the game of if the schedule is changed would get notification.","For example, if the game of if the schedule is changed would get notification.",9,14,False,False,answer,0.212992385,False
S239,T058,spk_2,2026-08-27 00:18:26,1106,Okay.,Okay.,0,1,True,False,clarification,0.3142272532,False
S240,T059,spk_1,2026-08-27 00:18:28,1108,I can also registered to one of its favourite players.,I can also registered to one of its favourite players.,0,10,False,False,agreement,0.2748033404,False
S241,T059,spk_1,2026-08-27 00:18:28,1108,"For example, it would registered to Messi uh, page.","For example, it would registered to Messi , page.",1,9,False,False,agreement,0.18917055430000002,False
S242,T059,spk_1,2026-08-27 00:18:28,1108,"And then uh, when Messi posts a message, you would get a notification from the system.","And then , when Messi posts a message, you would get a notification from the system.",2,16,False,False,answer,0.1700318307,True
S243,T060,spk_2,2026-08-27 00:18:44,1124,Okay.,Okay.,0,1,True,False,clarification,0.31422743200000003,False
S244,T060,spk_2,2026-08-27 00:18:44,1124,Okay.,Okay.,1,1,True,False,clarification,0.3142276108,False
S245,T060,spk_2,2026-08-27 00:18:44,1124,Okay.,Okay.,2,1,True,False,clarification,0.3142276406,False
S246,T061,spk_1,2026-08-27 00:18:47,1127,"So, so in that sense, the fans will become more involved in the community.","So, so in that sense, the fans will become more involved in the community.",0,14,False,False,clarification,0.2965500057,False
S247,T061,spk_1,2026-08-27 00:18:47,1127,Whatever changes or things are everything.,Whatever changes or things are everything.,1,6,False,False,opinion,0.2466541976,False
S248,T062,spk_0,2026-08-27 00:18:57,1137,"So yeah, so this is uh, somewhat in line with what we thought of again, to build a very nice fan portal there, the teams can have their own pages, the players can have their own separate profiles or pages and then fans can follow those pages and uh comment or our pictures and um something, something like that, correct?","So yeah, so this is , somewhat in line with what we thought of again, to build a very nice fan portal there, the teams can have their own pages, the players can have their own separate profiles or pages and then fans can follow those pages and comment or our pictures and something, something like that, correct?",0,58,False,False,clarification,0.2760944664,False
S249,T063,spk_1,2026-08-27 00:19:24,1164,Indeed.,Indeed.,0,1,True,False,answer,0.32318729160000004,False
S250,T063,spk_1,2026-08-27 00:19:24,1164,But they also can register to that.,But they also can register to that.,1,7,False,False,agreement,0.2752038538,False
S251,T063,spk_1,2026-08-27 00:19:24,1164,"Okay, you will follow, you follow its like, register,","Okay, you will follow, you follow its like, register,",2,9,False,False,agreement,0.4598584175,False
S252,T064,spk_0,2026-08-27 00:19:29,1169,"Subscribe to the notifications and Yeah, okay, so the fan portal will have say, let's say it will have three different sections.","Subscribe to the notifications and Yeah, okay, so the fan portal will have say, let's say it will have three different sections.",0,22,False,False,answer,0.2515426874,False
S253,T064,spk_0,2026-08-27 00:19:29,1169,"So first section is where the fan can follow the, follow the player or follow the team and get notifications.","So first section is where the fan can follow the, follow the player or follow the team and get notifications.",1,20,False,False,clarification,0.2800345421,False
S254,T064,spk_0,2026-08-27 00:19:29,1169,Second section can be uh the live update section where fans can also see what referees posting from our referee reporting what referees posting.,Second section can be the live update section where fans can also see what referees posting from our referee reporting what referees posting.,2,23,False,False,feature request,0.2921701074,True
S255,T064,spk_0,2026-08-27 00:19:29,1169,And then also we can include the live score that is going on in the match.,And then also we can include the live score that is going on in the match.,3,16,False,False,feature request,0.3374339938,True
S256,T064,spk_0,2026-08-27 00:19:29,1169,And the third section will have the overall tournament scores and the ranking of each team,And the third section will have the overall tournament scores and the ranking of each team,4,16,False,False,clarification,0.2773883641,False
S257,T065,spk_1,2026-08-27 00:20:08,1208,"So for each of the information that you currently mentioned, you can subscribe to it and then get notification.","So for each of the information that you currently mentioned, you can subscribe to it and then get notification.",0,19,False,False,clarification,0.21511046590000002,False
S258,T065,spk_1,2026-08-27 00:20:08,1208,"So for example, if it is registered to the game and the game was is already started and uh and then for example there is uh replacement of a player then when the referee is reporting it, you would get a notification.","So for example, if it is registered to the game and the game was is already started and and then for example there is replacement of a player then when the referee is reporting it, you would get a notification.",1,40,False,False,clarification,0.2480624616,False
S259,T065,spk_1,2026-08-27 00:20:08,1208,Okay.,Okay.,2,1,True,False,clarification,0.3142274022,False
S260,T065,spk_1,2026-08-27 00:20:08,1208,Okay.,Okay.,3,1,True,False,clarification,0.3142276108,False
S261,T066,spk_0,2026-08-27 00:20:36,1236,All right.,All right.,0,2,True,False,clarification,0.3409101665,False
S262,T066,spk_0,2026-08-27 00:20:36,1236,Um Fine.,Fine.,1,1,True,False,agreement,0.4253541529,False
S263,T066,spk_0,2026-08-27 00:20:36,1236,And uh the communications that we're talking about within a vial the budgeting by the reporting by the notifications.,And the communications that we're talking about within a vial the budgeting by the reporting by the notifications.,2,18,False,False,clarification,0.2765232325,False
S264,T066,spk_0,2026-08-27 00:20:36,1236,Uh So of course there will be app notifications.,So of course there will be app notifications.,3,8,False,False,clarification,0.3056048751,False
S265,T066,spk_0,2026-08-27 00:20:36,1236,Uh Do we also need uh some email notifications or some direct messages?,Do we also need some email notifications or some direct messages?,4,11,False,False,question,0.3568906188,False
S266,T067,spk_1,2026-08-27 00:20:56,1256,No.,No.,0,1,True,False,disagreement,0.24274197220000002,False
S267,T067,spk_1,2026-08-27 00:20:56,1256,No.,No.,1,1,True,False,disagreement,0.24274186790000002,False
S268,T067,spk_1,2026-08-27 00:20:56,1256,I'll prefer that everything would be in the application of the website.,I'll prefer that everything would be in the application of the website.,2,12,False,False,disagreement,0.22781115770000002,False
S269,T067,spk_1,2026-08-27 00:20:56,1256,"I assume that the teams, for example, and uh on the IFA administrative would work with computers in kind of a web based application.","I assume that the teams, for example, and on the IFA administrative would work with computers in kind of a web based application.",3,23,False,False,answer,0.2222237289,False
S270,T067,spk_1,2026-08-27 00:20:56,1256,The referee and the fans will probably have the app uh mobile applications so they can work with more easily.,The referee and the fans will probably have the app mobile applications so they can work with more easily.,4,19,False,False,answer,0.19410541650000002,False
S271,T068,spk_0,2026-08-27 00:21:20,1280,"Okay, so there will be like two separate systems.","Okay, so there will be like two separate systems.",0,9,False,False,clarification,0.2670550942,False
S272,T068,spk_0,2026-08-27 00:21:20,1280,"One is the very official one for the budgeting and reporting purposes, and the other one will be a fan, fan, fan with the fun things.","One is the very official one for the budgeting and reporting purposes, and the other one will be a fan, fan, fan with the fun things.",1,26,False,False,disagreement,0.2630070746,False
S273,T068,spk_0,2026-08-27 00:21:20,1280,I would say,I would say,2,3,True,False,opinion,0.258289963,False
S274,T069,spk_1,2026-08-27 00:21:34,1294,"I would I want to say the same system, but it may have different interfaces.","I would I want to say the same system, but it may have different interfaces.",0,15,False,False,clarification,0.2420903146,True
S275,T069,spk_1,2026-08-27 00:21:34,1294,Okay.,Okay.,1,1,True,False,clarification,0.3142274022,False
S276,T069,spk_1,2026-08-27 00:21:34,1294,"Certainly the upper layer of the presentation, there will be different uh of course with access with different tactical culture to the various stakeholders, but the goal of the system is the same with a unified system.","Certainly the upper layer of the presentation, there will be different of course with access with different tactical culture to the various stakeholders, but the goal of the system is the same with a unified system.",2,36,False,False,clarification,0.2819023728,True
S277,T070,spk_0,2026-08-27 00:21:56,1316,"Okay, Okay.","Okay, Okay.",0,2,True,False,clarification,0.3384010792,False
S278,T071,spk_2,2026-08-27 00:21:57,1317,Uh We need or we were looking for the clarification about something that was mentioned that there are there is an unauthorized data collection of events occur in the game.,We need or we were looking for the clarification about something that was mentioned that there are there is an unauthorized data collection of events occur in the game.,0,29,False,False,question,0.3202108145,False
S279,T071,spk_2,2026-08-27 00:21:57,1317,It's a very it's a bit vague for us what kind of data is collected and how it is unauthorized.,It's a very it's a bit vague for us what kind of data is collected and how it is unauthorized.,1,20,False,False,question,0.370980829,False
S280,T072,spk_1,2026-08-27 00:22:16,1336,"So the data that's collected nowadays that uh, for example, if we are watch again and we can have it update through the news portal, uh, and at this minute we got score, a goal.","So the data that's collected nowadays that , for example, if we are watch again and we can have it update through the news portal, , and at this minute we got score, a goal.",0,35,False,False,clarification,0.2794173062,False
S281,T072,spk_1,2026-08-27 00:22:16,1336,So this minute there was an offset and things like that.,So this minute there was an offset and things like that.,1,11,False,False,correction,0.3339006305,True
S282,T072,spk_1,2026-08-27 00:22:16,1336,But this is not an official one.,But this is not an official one.,2,7,False,False,opinion,0.38236540560000004,False
S283,T072,spk_1,2026-08-27 00:22:16,1336,"So there is, there is a mixture of data.","So there is, there is a mixture of data.",3,9,False,False,clarification,0.44602847100000004,False
S284,T072,spk_1,2026-08-27 00:22:16,1336,Okay.,Okay.,4,1,True,False,clarification,0.3142276108,False
S285,T072,spk_1,2026-08-27 00:22:16,1336,"In the new system only the referee, you can update this through the system.","In the new system only the referee, you can update this through the system.",5,14,False,False,clarification,0.2151280791,True
S286,T072,spk_1,2026-08-27 00:22:16,1336,"So it's, it's coherent and reliable.","So it's, it's coherent and reliable.",6,6,False,False,agreement,0.45595291260000004,False
S287,T073,spk_2,2026-08-27 00:22:50,1370,Okay.,Okay.,0,1,True,False,clarification,0.314227134,False
S288,T073,spk_2,2026-08-27 00:22:50,1370,"So, so you need the system to enable the referees and the official channels to be the only source of channel uh, of data about the games.","So, so you need the system to enable the referees and the official channels to be the only source of channel , of data about the games.",1,27,False,False,clarification,0.1947804391,True
S289,T074,spk_1,2026-08-27 00:23:00,1380,Yeah.,Yeah.,0,1,True,False,clarification,0.2715659738,False
S290,T074,spk_1,2026-08-27 00:23:00,1380,And the fans are of course exposed to it.,And the fans are of course exposed to it.,1,9,False,False,agreement,0.20396326480000002,False
S291,T074,spk_1,2026-08-27 00:23:00,1380,So they don't need to look forward news portal.,So they don't need to look forward news portal.,2,9,False,False,clarification,0.272359848,True
S292,T074,spk_1,2026-08-27 00:23:00,1380,Just look into the system.,Just look into the system.,3,5,False,False,clarification,0.2598085701,True
S293,T075,spk_2,2026-08-27 00:23:09,1389,Okay.,Okay.,0,1,True,False,clarification,0.3142276406,False
S294,T075,spk_2,2026-08-27 00:23:09,1389,Okay.,Okay.,1,1,True,False,clarification,0.31422743200000003,False
S295,T075,spk_2,2026-08-27 00:23:09,1389,"Um,",",",2,1,True,False,clarification,0.2002144456,False
S296,T076,spk_0,2026-08-27 00:23:13,1393,"All right coming to the system performances then, um uh a there was a line in the document that said that you want to increase the stakeholder communication or enhance the stakeholder communication.","All right coming to the system performances then, a there was a line in the document that said that you want to increase the stakeholder communication or enhance the stakeholder communication.",0,31,False,False,question,0.2026919872,True
S297,T076,spk_0,2026-08-27 00:23:13,1393,Is there's some gaps currently which is uh which is not making it a good communication system or something?,Is there's some gaps currently which is which is not making it a good communication system or something?,1,18,False,False,question,0.4886186719,False
S298,T077,spk_1,2026-08-27 00:23:42,1422,"Yeah, because for the fans there is no direct communication in the fans.","Yeah, because for the fans there is no direct communication in the fans.",0,13,False,False,clarification,0.2255518883,False
S299,T077,spk_1,2026-08-27 00:23:42,1422,"They have to, you know to initiate the fans, have to initiate the communication and not like we discussed before with the other notification mechanism.","They have to, to initiate the fans, have to initiate the communication and not like we discussed before with the other notification mechanism.",1,23,False,False,constraint,0.24008779230000002,True
S300,T077,spk_1,2026-08-27 00:23:42,1422,Uh this is one issue.,this is one issue.,2,4,False,False,clarification,0.2796211243,False
S301,T077,spk_1,2026-08-27 00:23:42,1422,Mm I think this is the main issue will be unable to the fans to register to specific information that they are interested in and then we push them the information.,Mm I think this is the main issue will be unable to the fans to register to specific information that they are interested in and then we push them the information.,3,31,False,False,constraint,0.3225694597,True
S302,T077,spk_1,2026-08-27 00:23:42,1422,I think this is the main idea.,I think this is the main idea.,4,7,False,False,priority,0.47889518740000003,True
S303,T077,spk_1,2026-08-27 00:23:42,1422,Did this answer your question.,Did this answer your question.,5,5,False,False,question,0.40359622240000004,False
S304,T078,spk_0,2026-08-27 00:24:21,1461,"Yes, yes you did.","Yes, yes you did.",0,4,False,False,answer,0.40873548390000003,False
S305,T078,spk_0,2026-08-27 00:24:21,1461,"Uh and also um for that to be to be system can we uh like if you like, and we incorporate some auto reminders, For example, your reporters do uh the as as we discussed that the team members also have to.","and also for that to be to be system can we like if you like, and we incorporate some auto reminders, For example, your reporters do the as we discussed that the team members also have to.",1,37,False,False,feature request,0.4499171972,True
S306,T078,spk_0,2026-08-27 00:24:21,1461,The team manager has to support a submit a report to the IFA once a year.,The team manager has to support a submit a report to the IFA once a year.,2,16,False,False,constraint,0.23570753630000002,True
S307,T078,spk_0,2026-08-27 00:24:21,1461,So some some kind of automatic reminder notification,So some kind of automatic reminder notification,3,7,False,False,feature request,0.6326529980000001,True
S308,T079,spk_1,2026-08-27 00:24:49,1489,"Yeah yeah for me, some kind of policy regulation in regards to the for the budget.","Yeah for me, some kind of policy regulation in regards to the for the budget.",0,15,False,False,constraint,0.3736435473,True
S309,T079,spk_1,2026-08-27 00:24:49,1489,"Uh another issue, defend defend itself can itself can specify uh alerts, so for example, remind me five minutes before the game starts.","another issue, defend itself can itself can specify alerts, so for example, remind me five minutes before the game starts.",1,20,False,False,clarification,0.3112236261,False
S310,T079,spk_1,2026-08-27 00:24:49,1489,"Okay, So we're registered to the specific and you can, you know when it starts and then you can get an amplification as well.","Okay, So we're registered to the specific and you can, when it starts and then you can get an amplification as well.",2,22,False,False,agreement,0.3696146011,False
S311,T080,spk_2,2026-08-27 00:25:20,1520,Okay.,Okay.,0,1,True,False,clarification,0.314227283,False
S312,T080,spk_2,2026-08-27 00:25:20,1520,I think We can we can talk about the technicalities of the system itself for a while.,I think We can we can talk about the technicalities of the system itself for a while.,1,17,False,False,clarification,0.2426927835,True
S313,T080,spk_2,2026-08-27 00:25:20,1520,"It was mentioned, for example, that it should be accessed by 50,000 people uh simultaneously and fast.","It was mentioned, for example, that it should be accessed by 50,000 people simultaneously and fast.",2,16,False,False,clarification,0.1528480649,True
S314,T080,spk_2,2026-08-27 00:25:20,1520,"Uh, any any clarification about how fast is it, what key performance indicators are expected?",", any clarification about how fast is it, what key performance indicators are expected?",3,14,False,False,question,0.528578043,False
S315,T081,spk_1,2026-08-27 00:25:37,1537,"Yeah, first I meant a reasonable response time.","Yeah, first I meant a reasonable response time.",0,8,False,False,correction,0.3672937155,True
S316,T081,spk_1,2026-08-27 00:25:37,1537,What do you mean?,What do you mean?,1,4,False,False,question,0.5920936465000001,False
S317,T081,spk_1,2026-08-27 00:25:37,1537,A response?,A response?,2,2,True,False,question,0.3553320467,False
S318,T081,spk_1,2026-08-27 00:25:37,1537,It might be a second of two fold for the fans and also for the IFA administrative and for the team administration.,It might be a second of two fold for the fans and also for the IFA administrative and for the team administration.,3,22,False,False,clarification,0.1706343591,False
S319,T081,spk_1,2026-08-27 00:25:37,1537,"On the other hand, there is one exception for the referees.","On the other hand, there is one exception for the referees.",4,11,False,False,clarification,0.2772414982,False
S320,T081,spk_1,2026-08-27 00:25:37,1537,With the referees are within the game.,With the referees are within the game.,5,7,False,False,agreement,0.1846708208,False
S321,T081,spk_1,2026-08-27 00:25:37,1537,"We need to application to walk very fast in real time, meaning they should be very responsive and even get some priorities over other activities that are in the stadium, probably in the stadium.","We need to application to walk very fast in real time, meaning they should be very responsive and even get some priorities over other activities that are in the stadium, probably in the stadium.",6,34,False,False,feature request,0.26278874280000003,True
S322,T081,spk_1,2026-08-27 00:25:37,1537,Okay.,Okay.,7,1,True,False,clarification,0.31422743200000003,False
S323,T081,spk_1,2026-08-27 00:25:37,1537,"So when referee is connected to the system, you should get.","So when referee is connected to the system, you should get.",8,11,False,False,agreement,0.24806290860000002,True
S324,T081,spk_1,2026-08-27 00:25:37,1537,"When he is in a game, you should get a high priority so we can report the events as quick as possible.","When he is in a game, you should get a high priority so we can report the events as quick as possible.",9,22,False,False,priority,0.4470795691,True
S325,T081,spk_1,2026-08-27 00:25:37,1537,"Okay, well, this is uh, the uh, the major concerns from the regular user experience that we are.","Okay, well, this is , the , the major concerns from the regular user experience that we are.",10,18,False,False,clarification,0.40082982180000004,False
S326,T081,spk_1,2026-08-27 00:25:37,1537,Okay.,Okay.,11,1,True,False,clarification,0.314227283,False
S327,T081,spk_1,2026-08-27 00:25:37,1537,Uh,Uh,12,1,True,False,clarification,0.34098136430000003,False
S328,T082,spk_2,2026-08-27 00:26:36,1596,Do you expect or or need a two way communication with the referee.,Do you expect or need a two way communication with the referee.,0,12,False,False,question,0.3589804769,False
S329,T082,spk_2,2026-08-27 00:26:36,1596,Is there any scenario where the FAA would would want to notify the referee of anything during or before or after the game.,Is there any scenario where the FAA would want to notify the referee of anything during or before or after the game.,1,22,False,False,question,0.4287285507,True
S330,T082,spk_2,2026-08-27 00:26:36,1596,Anything that might cancel the game or any issue or anything or it's just one way,Anything that might cancel the game or any issue or anything or it's just one way,2,16,False,False,constraint,0.23749752340000002,True
