statement_id,turn_id,speaker,timestamp,timestamp_seconds,original_text,normalized_text,position_in_turn,word_count,is_short,has_redacted_name,dialogue_act,dialogue_confidence
S188,T044,spk_1,0:14:07,847,You need to explain the rationale for the change.,You need to explain the rationale for the change.,3,9,False,False,clarification,0.42844516038894653
S189,T044,spk_1,0:14:07,847,"Again, you to transparency and bias issues you have to explicate.","Again, you to transparency and bias issues you have to explicate.",4,11,False,False,clarification,0.45586884021759033
S190,T044,spk_1,0:14:07,847,And then another IFA representative should confirm that change.,And then another IFA representative should confirm that change.,5,9,False,False,clarification,0.20031343400478363
S191,T045,spk_2,0:14:47,887,"All right, okay.","All right, okay.",0,3,True,False,clarification,0.34935012459754944
S192,T046,spk_0,0:14:49,889,Yeah.,Yeah.,0,1,True,False,clarification,0.2715659737586975
S193,T046,spk_0,0:14:49,889,"So uh if I understand this correctly in the scheduling system or software that we will build um there at the very best level there exists a team of schedulers who look into the teams and then they schedule the games and then on top of it there, as I say, a master scheduler who approves this scheduling and in in case of weather changes that he he can manually change the scheduling and on top of the master scheduler a is an IFA Admin or team of admins who can again overlook and if they want to change it, they can explicitly say that.","So if I understand this correctly in the scheduling system or software that we will build there at the very best level there exists a team of schedulers who look into the teams and then they schedule the games and then on top of it there, as I say, a master scheduler who approves this scheduling and in case of weather changes that he can manually change the scheduling and on top of the master scheduler a is an IFA Admin or team of admins who can again overlook and if they want to change it, they can explicitly say that.",1,101,False,False,answer,0.29273930191993713
S194,T046,spk_0,0:14:49,889,Why do they want to change the existing scheduling?,Why do they want to change the existing scheduling?,2,9,False,False,question,0.5038127303123474
S195,T047,spk_1,0:15:32,932,No there is only one level.,No there is only one level.,0,6,False,False,clarification,0.28418204188346863
S196,T047,spk_1,0:15:32,932,The automatic scheduling and override by the IFA representative.,The automatic scheduling and override by the IFA representative.,1,9,False,False,agreement,0.1898868829011917
S197,T047,spk_1,0:15:32,932,Okay.,Okay.,2,1,True,False,clarification,0.3142276406288147
S198,T047,spk_1,0:15:32,932,Okay.,Okay.,3,1,True,False,clarification,0.3142276406288147
S199,T047,spk_1,0:15:32,932,Okay.,Okay.,4,1,True,False,clarification,0.3142276406288147
S200,T047,spk_1,0:15:32,932,Yeah just one level.,Yeah just one level.,5,4,False,False,clarification,0.23914562165737152
S201,T048,spk_2,0:15:41,941,Okay.,Okay.,0,1,True,False,clarification,0.3142276406288147
S202,T048,spk_2,0:15:41,941,And and this level of the IFA Scheduler is uh you need approval from two of them.,And this level of the IFA Scheduler is you need approval from two of them.,1,15,False,False,constraint,0.22859488427639008
S203,T048,spk_2,0:15:41,941,A second reviewer.,A second reviewer.,2,3,True,False,opinion,0.22038570046424866
S204,T048,spk_2,0:15:41,941,In case of change.,In case of change.,3,4,False,False,clarification,0.3810924291610718
S205,T049,spk_1,0:15:50,950,"The same role, they are colleagues, but different people.","The same role, they are colleagues, but different people.",0,9,False,False,clarification,0.34098517894744873
S206,T049,spk_1,0:15:50,950,Okay.,Okay.,1,1,True,False,clarification,0.31422725319862366
S207,T049,spk_1,0:15:50,950,They play the same role but in the specific case they uh played the role of initiator and an approver.,They play the same role but in the specific case they played the role of initiator and an approver.,2,19,False,False,clarification,0.26571592688560486
S208,T050,spk_2,0:16:12,972,Okay.,Okay.,0,1,True,False,clarification,0.3142276406288147
S209,T050,spk_2,0:16:12,972,Okay.,Okay.,1,1,True,False,clarification,0.3142276108264923
S210,T050,spk_2,0:16:12,972,We talked about the teams and the referees.,We talked about the teams and the referees.,2,8,False,False,answer,0.1626926213502884
S211,T050,spk_2,0:16:12,972,I think we need to move to the fans.,I think we need to move to the fans.,3,9,False,False,disagreement,0.20249208807945251
S212,T051,spk_0,0:16:16,976,Just I have one more question.,Just I have one more question.,0,6,False,False,question,0.6957136392593384
S213,T051,spk_0,0:16:16,976,Sorry.,Sorry.,1,1,True,False,correction,0.49087220430374146
S214,T051,spk_0,0:16:16,976,About the scheduling.,About the scheduling.,2,3,True,False,clarification,0.28006041049957275
S215,T051,spk_0,0:16:16,976,Uh Is that a number of days gap for example I am team A and he's team B. And uh suppose we played a match together.,Is that a number of days gap for example I am team A and he's team B. And suppose we played a match together.,3,24,False,False,question,0.40974870324134827
S216,T051,spk_0,0:16:16,976,Now we have a minimum we should have two days of gap before playing the next game or one day of gap before playing the next game.,Now we have a minimum we should have two days of gap before playing the next game or one day of gap before playing the next game.,4,27,False,False,question,0.21721208095550537
S217,T052,spk_1,0:16:35,995,That will be part of the policy of the scheduling.,That will be part of the policy of the scheduling.,0,10,False,False,agreement,0.27588003873825073
S218,T053,spk_0,0:16:38,998,Yeah.,Yeah.,0,1,True,False,clarification,0.2715660333633423
S219,T053,spk_0,0:16:38,998,Okay.,Okay.,1,1,True,False,clarification,0.31422731280326843
S220,T053,spk_0,0:16:38,998,So you mentioned this in your own uh in the software like this is how you should schedule.,So you mentioned this in your own in the software like this is how you should schedule.,2,17,False,False,clarification,0.1921275109052658
S221,T054,spk_1,0:16:45,1005,uh policy you have at least uh you have the number of teams multiplied by two days where the next match,policy you have at least you have the number of teams multiplied by two days where the next match,0,19,False,False,agreement,0.308895468711853
S222,T055,spk_2,0:16:56,1016,And you need to be to be able to define these parameters into the system to be built.,And you need to be to be able to define these parameters into the system to be built.,0,18,False,False,priority,0.19573019444942474
S223,T055,spk_2,0:16:56,1016,Right.,Right.,1,1,True,False,clarification,0.29697859287261963
S224,T056,spk_0,0:17:04,1024,All right.,All right.,0,2,True,False,clarification,0.3409101665019989
S225,T056,spk_0,0:17:04,1024,Moving on to the fan portal.,Moving on to the fan portal.,1,6,False,False,clarification,0.19253990054130554
S226,T056,spk_0,0:17:04,1024,Um uh it was mentioned that you need experience improvements for the fans.,it was mentioned that you need experience improvements for the fans.,2,11,False,False,clarification,0.20886656641960144
S227,T056,spk_0,0:17:04,1024,So can you be very specific like we want to hear from you before suggesting our technical improvements.,So can you be very specific like we want to hear from you before suggesting our technical improvements.,3,18,False,False,question,0.3051021695137024
S228,T056,spk_0,0:17:04,1024,So what experience improvements do you expect?,So what experience improvements do you expect?,4,7,False,False,question,0.4089668095111847
S229,T057,spk_1,0:17:25,1045,"So currently any information the fans would like nowadays, they need to pull the information.","So currently any information the fans would like nowadays, they need to pull the information.",0,15,False,False,constraint,0.2316751480102539
S230,T057,spk_1,0:17:25,1045,Yeah.,Yeah.,1,1,True,False,clarification,0.2715657949447632
S231,T057,spk_1,0:17:25,1045,You need to look for it.,You need to look for it.,2,6,False,False,priority,0.24940022826194763
S232,T057,spk_1,0:17:25,1045,If you can change is the schedule.,If you can change is the schedule.,3,7,False,False,question,0.31239157915115356
S233,T057,spk_1,0:17:25,1045,They need to look for it.,They need to look for it.,4,6,False,False,priority,0.29347431659698486
S234,T057,spk_1,0:17:25,1045,"Uh If a player post a message, you should look for it and things like that.","If a player post a message, you should look for it and things like that.",5,15,False,False,clarification,0.2101423293352127
S235,T057,spk_1,0:17:25,1045,"Our view in the new systems, we would like the fan to get information from the system in a push mail.","Our view in the new systems, we would like the fan to get information from the system in a push mail.",6,21,False,False,opinion,0.2024027705192566
S236,T057,spk_1,0:17:25,1045,"So for example, if he's interested in a, in a certain game Barcelona versus Real Madrid.","So for example, if he's interested in a, in a certain game Barcelona versus Real Madrid.",7,16,False,False,question,0.2497010976076126
S237,T057,spk_1,0:17:25,1045,"Uh, so we would register to that game and you would get notifications, notifications regarding that game.",", so we would register to that game and you would get notifications, notifications regarding that game.",8,17,False,False,agreement,0.3642074167728424
S238,T057,spk_1,0:17:25,1045,"For example, if the game of if the schedule is changed would get notification.","For example, if the game of if the schedule is changed would get notification.",9,14,False,False,answer,0.21299238502979279
S239,T058,spk_2,0:18:26,1106,Okay.,Okay.,0,1,True,False,clarification,0.31422725319862366
S240,T059,spk_1,0:18:28,1108,I can also registered to one of its favourite players.,I can also registered to one of its favourite players.,0,10,False,False,agreement,0.2748033404350281
S241,T059,spk_1,0:18:28,1108,"For example, it would registered to Messi uh, page.","For example, it would registered to Messi , page.",1,9,False,False,agreement,0.18917055428028107
S242,T059,spk_1,0:18:28,1108,"And then uh, when Messi posts a message, you would get a notification from the system.","And then , when Messi posts a message, you would get a notification from the system.",2,16,False,False,answer,0.1700318306684494
S243,T060,spk_2,0:18:44,1124,Okay.,Okay.,0,1,True,False,clarification,0.314227432012558
S244,T060,spk_2,0:18:44,1124,Okay.,Okay.,1,1,True,False,clarification,0.3142276108264923
S245,T060,spk_2,0:18:44,1124,Okay.,Okay.,2,1,True,False,clarification,0.3142276406288147
S246,T061,spk_1,0:18:47,1127,"So, so in that sense, the fans will become more involved in the community.","So, so in that sense, the fans will become more involved in the community.",0,14,False,False,clarification,0.2965500056743622
S247,T061,spk_1,0:18:47,1127,Whatever changes or things are everything.,Whatever changes or things are everything.,1,6,False,False,opinion,0.2466541975736618
S248,T062,spk_0,0:18:57,1137,"So yeah, so this is uh, somewhat in line with what we thought of again, to build a very nice fan portal there, the teams can have their own pages, the players can have their own separate profiles or pages and then fans can follow those pages and uh comment or our pictures and um something, something like that, correct?","So yeah, so this is , somewhat in line with what we thought of again, to build a very nice fan portal there, the teams can have their own pages, the players can have their own separate profiles or pages and then fans can follow those pages and comment or our pictures and something, something like that, correct?",0,58,False,False,clarification,0.2760944664478302
S249,T063,spk_1,0:19:24,1164,Indeed.,Indeed.,0,1,True,False,answer,0.32318729162216187
S250,T063,spk_1,0:19:24,1164,But they also can register to that.,But they also can register to that.,1,7,False,False,agreement,0.2752038538455963
S251,T063,spk_1,0:19:24,1164,"Okay, you will follow, you follow its like, register,","Okay, you will follow, you follow its like, register,",2,9,False,False,agreement,0.45985841751098633
S252,T064,spk_0,0:19:29,1169,"Subscribe to the notifications and Yeah, okay, so the fan portal will have say, let's say it will have three different sections.","Subscribe to the notifications and Yeah, okay, so the fan portal will have say, let's say it will have three different sections.",0,22,False,False,answer,0.25154268741607666
S253,T064,spk_0,0:19:29,1169,"So first section is where the fan can follow the, follow the player or follow the team and get notifications.","So first section is where the fan can follow the, follow the player or follow the team and get notifications.",1,20,False,False,clarification,0.28003454208374023
S254,T064,spk_0,0:19:29,1169,Second section can be uh the live update section where fans can also see what referees posting from our referee reporting what referees posting.,Second section can be the live update section where fans can also see what referees posting from our referee reporting what referees posting.,2,23,False,False,feature request,0.29217010736465454
S255,T064,spk_0,0:19:29,1169,And then also we can include the live score that is going on in the match.,And then also we can include the live score that is going on in the match.,3,16,False,False,feature request,0.33743399381637573
S256,T064,spk_0,0:19:29,1169,And the third section will have the overall tournament scores and the ranking of each team,And the third section will have the overall tournament scores and the ranking of each team,4,16,False,False,clarification,0.2773883640766144
S257,T065,spk_1,0:20:08,1208,"So for each of the information that you currently mentioned, you can subscribe to it and then get notification.","So for each of the information that you currently mentioned, you can subscribe to it and then get notification.",0,19,False,False,clarification,0.21511046588420868
S258,T065,spk_1,0:20:08,1208,"So for example, if it is registered to the game and the game was is already started and uh and then for example there is uh replacement of a player then when the referee is reporting it, you would get a notification.","So for example, if it is registered to the game and the game was is already started and and then for example there is replacement of a player then when the referee is reporting it, you would get a notification.",1,40,False,False,clarification,0.24806246161460876
S259,T065,spk_1,0:20:08,1208,Okay.,Okay.,2,1,True,False,clarification,0.3142274022102356
S260,T065,spk_1,0:20:08,1208,Okay.,Okay.,3,1,True,False,clarification,0.3142276108264923
S261,T066,spk_0,0:20:36,1236,All right.,All right.,0,2,True,False,clarification,0.3409101665019989
S262,T066,spk_0,0:20:36,1236,Um Fine.,Fine.,1,1,True,False,agreement,0.42535415291786194
S263,T066,spk_0,0:20:36,1236,And uh the communications that we're talking about within a vial the budgeting by the reporting by the notifications.,And the communications that we're talking about within a vial the budgeting by the reporting by the notifications.,2,18,False,False,clarification,0.276523232460022
S264,T066,spk_0,0:20:36,1236,Uh So of course there will be app notifications.,So of course there will be app notifications.,3,8,False,False,clarification,0.30560487508773804
S265,T066,spk_0,0:20:36,1236,Uh Do we also need uh some email notifications or some direct messages?,Do we also need some email notifications or some direct messages?,4,11,False,False,question,0.35689061880111694
S266,T067,spk_1,0:20:56,1256,No.,No.,0,1,True,False,disagreement,0.24274197220802307
S267,T067,spk_1,0:20:56,1256,No.,No.,1,1,True,False,disagreement,0.24274186789989471
S268,T067,spk_1,0:20:56,1256,I'll prefer that everything would be in the application of the website.,I'll prefer that everything would be in the application of the website.,2,12,False,False,disagreement,0.22781115770339966
S269,T067,spk_1,0:20:56,1256,"I assume that the teams, for example, and uh on the IFA administrative would work with computers in kind of a web based application.","I assume that the teams, for example, and on the IFA administrative would work with computers in kind of a web based application.",3,23,False,False,answer,0.22222372889518738
S270,T067,spk_1,0:20:56,1256,The referee and the fans will probably have the app uh mobile applications so they can work with more easily.,The referee and the fans will probably have the app mobile applications so they can work with more easily.,4,19,False,False,answer,0.19410541653633118
S271,T068,spk_0,0:21:20,1280,"Okay, so there will be like two separate systems.","Okay, so there will be like two separate systems.",0,9,False,False,clarification,0.26705509424209595
S272,T068,spk_0,0:21:20,1280,"One is the very official one for the budgeting and reporting purposes, and the other one will be a fan, fan, fan with the fun things.","One is the very official one for the budgeting and reporting purposes, and the other one will be a fan, fan, fan with the fun things.",1,26,False,False,disagreement,0.2630070745944977
S273,T068,spk_0,0:21:20,1280,I would say,I would say,2,3,True,False,opinion,0.25828996300697327
S274,T069,spk_1,0:21:34,1294,"I would I want to say the same system, but it may have different interfaces.","I would I want to say the same system, but it may have different interfaces.",0,15,False,False,clarification,0.24209031462669373
S275,T069,spk_1,0:21:34,1294,Okay.,Okay.,1,1,True,False,clarification,0.3142274022102356
S276,T069,spk_1,0:21:34,1294,"Certainly the upper layer of the presentation, there will be different uh of course with access with different tactical culture to the various stakeholders, but the goal of the system is the same with a unified system.","Certainly the upper layer of the presentation, there will be different of course with access with different tactical culture to the various stakeholders, but the goal of the system is the same with a unified system.",2,36,False,False,clarification,0.28190237283706665
S277,T070,spk_0,0:21:56,1316,"Okay, Okay.","Okay, Okay.",0,2,True,False,clarification,0.33840107917785645
S278,T071,spk_2,0:21:57,1317,Uh We need or we were looking for the clarification about something that was mentioned that there are there is an unauthorized data collection of events occur in the game.,We need or we were looking for the clarification about something that was mentioned that there are there is an unauthorized data collection of events occur in the game.,0,29,False,False,question,0.3202108144760132
S279,T071,spk_2,0:21:57,1317,It's a very it's a bit vague for us what kind of data is collected and how it is unauthorized.,It's a very it's a bit vague for us what kind of data is collected and how it is unauthorized.,1,20,False,False,question,0.370980829000473
S280,T072,spk_1,0:22:16,1336,"So the data that's collected nowadays that uh, for example, if we are watch again and we can have it update through the news portal, uh, and at this minute we got score, a goal.","So the data that's collected nowadays that , for example, if we are watch again and we can have it update through the news portal, , and at this minute we got score, a goal.",0,35,False,False,clarification,0.2794173061847687
S281,T072,spk_1,0:22:16,1336,So this minute there was an offset and things like that.,So this minute there was an offset and things like that.,1,11,False,False,correction,0.3339006304740906
S282,T072,spk_1,0:22:16,1336,But this is not an official one.,But this is not an official one.,2,7,False,False,opinion,0.3823654055595398
S283,T072,spk_1,0:22:16,1336,"So there is, there is a mixture of data.","So there is, there is a mixture of data.",3,9,False,False,clarification,0.446028470993042
S284,T072,spk_1,0:22:16,1336,Okay.,Okay.,4,1,True,False,clarification,0.3142276108264923
S285,T072,spk_1,0:22:16,1336,"In the new system only the referee, you can update this through the system.","In the new system only the referee, you can update this through the system.",5,14,False,False,clarification,0.2151280790567398
S286,T072,spk_1,0:22:16,1336,"So it's, it's coherent and reliable.","So it's, it's coherent and reliable.",6,6,False,False,agreement,0.455952912569046
S287,T073,spk_2,0:22:50,1370,Okay.,Okay.,0,1,True,False,clarification,0.3142271339893341
S288,T073,spk_2,0:22:50,1370,"So, so you need the system to enable the referees and the official channels to be the only source of channel uh, of data about the games.","So, so you need the system to enable the referees and the official channels to be the only source of channel , of data about the games.",1,27,False,False,clarification,0.19478043913841248
S289,T074,spk_1,0:23:00,1380,Yeah.,Yeah.,0,1,True,False,clarification,0.2715659737586975
S290,T074,spk_1,0:23:00,1380,And the fans are of course exposed to it.,And the fans are of course exposed to it.,1,9,False,False,agreement,0.2039632648229599
S291,T074,spk_1,0:23:00,1380,So they don't need to look forward news portal.,So they don't need to look forward news portal.,2,9,False,False,clarification,0.27235984802246094
S292,T074,spk_1,0:23:00,1380,Just look into the system.,Just look into the system.,3,5,False,False,clarification,0.25980857014656067
S293,T075,spk_2,0:23:09,1389,Okay.,Okay.,0,1,True,False,clarification,0.3142276406288147
S294,T075,spk_2,0:23:09,1389,Okay.,Okay.,1,1,True,False,clarification,0.314227432012558
S295,T075,spk_2,0:23:09,1389,"Um,",",",2,1,True,False,clarification,0.2002144455909729
S296,T076,spk_0,0:23:13,1393,"All right coming to the system performances then, um uh a there was a line in the document that said that you want to increase the stakeholder communication or enhance the stakeholder communication.","All right coming to the system performances then, a there was a line in the document that said that you want to increase the stakeholder communication or enhance the stakeholder communication.",0,31,False,False,question,0.20269198715686798
S297,T076,spk_0,0:23:13,1393,Is there's some gaps currently which is uh which is not making it a good communication system or something?,Is there's some gaps currently which is which is not making it a good communication system or something?,1,18,False,False,question,0.4886186718940735
S298,T077,spk_1,0:23:42,1422,"Yeah, because for the fans there is no direct communication in the fans.","Yeah, because for the fans there is no direct communication in the fans.",0,13,False,False,clarification,0.22555188834667206
S299,T077,spk_1,0:23:42,1422,"They have to, you know to initiate the fans, have to initiate the communication and not like we discussed before with the other notification mechanism.","They have to, to initiate the fans, have to initiate the communication and not like we discussed before with the other notification mechanism.",1,23,False,False,constraint,0.24008779227733612
S300,T077,spk_1,0:23:42,1422,Uh this is one issue.,this is one issue.,2,4,False,False,clarification,0.2796211242675781
S301,T077,spk_1,0:23:42,1422,Mm I think this is the main issue will be unable to the fans to register to specific information that they are interested in and then we push them the information.,Mm I think this is the main issue will be unable to the fans to register to specific information that they are interested in and then we push them the information.,3,31,False,False,constraint,0.32256945967674255
S302,T077,spk_1,0:23:42,1422,I think this is the main idea.,I think this is the main idea.,4,7,False,False,priority,0.4788951873779297
S303,T077,spk_1,0:23:42,1422,Did this answer your question.,Did this answer your question.,5,5,False,False,question,0.4035962224006653
S304,T078,spk_0,0:24:21,1461,"Yes, yes you did.","Yes, yes you did.",0,4,False,False,answer,0.4087354838848114
S305,T078,spk_0,0:24:21,1461,"Uh and also um for that to be to be system can we uh like if you like, and we incorporate some auto reminders, For example, your reporters do uh the as as we discussed that the team members also have to.","and also for that to be to be system can we like if you like, and we incorporate some auto reminders, For example, your reporters do the as we discussed that the team members also have to.",1,37,False,False,feature request,0.449917197227478
S306,T078,spk_0,0:24:21,1461,The team manager has to support a submit a report to the IFA once a year.,The team manager has to support a submit a report to the IFA once a year.,2,16,False,False,constraint,0.23570753633975983
S307,T078,spk_0,0:24:21,1461,So some some kind of automatic reminder notification,So some kind of automatic reminder notification,3,7,False,False,feature request,0.632652997970581
S308,T079,spk_1,0:24:49,1489,"Yeah yeah for me, some kind of policy regulation in regards to the for the budget.","Yeah for me, some kind of policy regulation in regards to the for the budget.",0,15,False,False,constraint,0.37364354729652405
S309,T079,spk_1,0:24:49,1489,"Uh another issue, defend defend itself can itself can specify uh alerts, so for example, remind me five minutes before the game starts.","another issue, defend itself can itself can specify alerts, so for example, remind me five minutes before the game starts.",1,20,False,False,clarification,0.3112236261367798
S310,T079,spk_1,0:24:49,1489,"Okay, So we're registered to the specific and you can, you know when it starts and then you can get an amplification as well.","Okay, So we're registered to the specific and you can, when it starts and then you can get an amplification as well.",2,22,False,False,agreement,0.3696146011352539
S311,T080,spk_2,0:25:20,1520,Okay.,Okay.,0,1,True,False,clarification,0.31422728300094604
S312,T080,spk_2,0:25:20,1520,I think We can we can talk about the technicalities of the system itself for a while.,I think We can we can talk about the technicalities of the system itself for a while.,1,17,False,False,clarification,0.24269278347492218
S313,T080,spk_2,0:25:20,1520,"It was mentioned, for example, that it should be accessed by 50,000 people uh simultaneously and fast.","It was mentioned, for example, that it should be accessed by 50,000 people simultaneously and fast.",2,16,False,False,clarification,0.15284806489944458
S314,T080,spk_2,0:25:20,1520,"Uh, any any clarification about how fast is it, what key performance indicators are expected?",", any clarification about how fast is it, what key performance indicators are expected?",3,14,False,False,question,0.5285780429840088
S315,T081,spk_1,0:25:37,1537,"Yeah, first I meant a reasonable response time.","Yeah, first I meant a reasonable response time.",0,8,False,False,correction,0.36729371547698975
S316,T081,spk_1,0:25:37,1537,What do you mean?,What do you mean?,1,4,False,False,question,0.5920936465263367
S317,T081,spk_1,0:25:37,1537,A response?,A response?,2,2,True,False,question,0.35533204674720764
S318,T081,spk_1,0:25:37,1537,It might be a second of two fold for the fans and also for the IFA administrative and for the team administration.,It might be a second of two fold for the fans and also for the IFA administrative and for the team administration.,3,22,False,False,clarification,0.17063435912132263
S319,T081,spk_1,0:25:37,1537,"On the other hand, there is one exception for the referees.","On the other hand, there is one exception for the referees.",4,11,False,False,clarification,0.2772414982318878
S320,T081,spk_1,0:25:37,1537,With the referees are within the game.,With the referees are within the game.,5,7,False,False,agreement,0.1846708208322525
S321,T081,spk_1,0:25:37,1537,"We need to application to walk very fast in real time, meaning they should be very responsive and even get some priorities over other activities that are in the stadium, probably in the stadium.","We need to application to walk very fast in real time, meaning they should be very responsive and even get some priorities over other activities that are in the stadium, probably in the stadium.",6,34,False,False,feature request,0.2627887427806854
S322,T081,spk_1,0:25:37,1537,Okay.,Okay.,7,1,True,False,clarification,0.314227432012558
S323,T081,spk_1,0:25:37,1537,"So when referee is connected to the system, you should get.","So when referee is connected to the system, you should get.",8,11,False,False,agreement,0.24806290864944458
S324,T081,spk_1,0:25:37,1537,"When he is in a game, you should get a high priority so we can report the events as quick as possible.","When he is in a game, you should get a high priority so we can report the events as quick as possible.",9,22,False,False,priority,0.4470795691013336
S325,T081,spk_1,0:25:37,1537,"Okay, well, this is uh, the uh, the major concerns from the regular user experience that we are.","Okay, well, this is , the , the major concerns from the regular user experience that we are.",10,18,False,False,clarification,0.40082982182502747
S326,T081,spk_1,0:25:37,1537,Okay.,Okay.,11,1,True,False,clarification,0.31422728300094604
S327,T081,spk_1,0:25:37,1537,Uh,Uh,12,1,True,False,clarification,0.3409813642501831
S328,T082,spk_2,0:26:36,1596,Do you expect or or need a two way communication with the referee.,Do you expect or need a two way communication with the referee.,0,12,False,False,question,0.3589804768562317
S329,T082,spk_2,0:26:36,1596,Is there any scenario where the FAA would would want to notify the referee of anything during or before or after the game.,Is there any scenario where the FAA would want to notify the referee of anything during or before or after the game.,1,22,False,False,question,0.42872855067253113
S330,T082,spk_2,0:26:36,1596,Anything that might cancel the game or any issue or anything or it's just one way,Anything that might cancel the game or any issue or anything or it's just one way,2,16,False,False,constraint,0.23749752342700958
S331,T083,spk_1,0:26:53,1613,No no no just the referee in the middle of the system and receive its response uh In a immediate immediately.,No just the referee in the middle of the system and receive its response In a immediate immediately.,0,18,False,False,clarification,0.17401961982250214
S332,T083,spk_1,0:26:53,1613,That's the that's the main contract in real time updates of the referee.,That's the that's the main contract in real time updates of the referee.,1,13,False,False,agreement,0.49270084500312805
S333,T084,spk_0,0:27:04,1624,Most little bit actual of course.,Most little bit actual of course.,0,6,False,False,answer,0.24917450547218323
S334,T084,spk_0,0:27:04,1624,But do we need a live recording feature or something like your recording feature,But do we need a live recording feature or something like your recording feature,1,14,False,False,question,0.22992053627967834
S335,T085,spk_2,0:27:13,1633,from the side referee?,from the side referee?,0,4,False,False,question,0.4275200664997101
S336,T086,spk_1,0:27:16,1636,Yeah that's a good idea.,Yeah that's a good idea.,0,5,False,False,answer,0.30637499690055847
S337,T086,spk_1,0:27:16,1636,Uh We didn't talk about it but it might be some feature maybe in a future version.,We didn't talk about it but it might be some feature maybe in a future version.,1,16,False,False,clarification,0.2106168121099472
S338,T086,spk_1,0:27:16,1636,Yeah.,Yeah.,2,1,True,False,clarification,0.27156585454940796
S339,T087,spk_2,0:27:24,1644,Okay.,Okay.,0,1,True,False,clarification,0.314227432012558
S340,T087,spk_2,0:27:24,1644,Um What what what level of involvement involvement do you expect your in house IT Team to have in the system and what level of and what do you want to outsource or or delegate to other campaigns?,What level of involvement do you expect your in house IT Team to have in the system and what level of and what do you want to outsource or delegate to other campaigns?,1,33,False,False,question,0.3500366806983948
S341,T088,spk_1,0:27:42,1662,So basically the IFA is not a software company.,So basically the IFA is not a software company.,0,9,False,False,clarification,0.22105905413627625
S342,T088,spk_1,0:27:42,1662,We were moving like uh to a uh to develop a maintenance system.,We were moving like to a to develop a maintenance system.,1,11,False,False,priority,0.2323170304298401
S343,T088,spk_1,0:27:42,1662,So what we are looking for is a kind of outsourcing the entire development and maintenance.,So what we are looking for is a kind of outsourcing the entire development and maintenance.,2,16,False,False,feature request,0.2763334810733795
S344,T088,spk_1,0:27:42,1662,The communication between the software development and the IFA will be tasked through the information there IT Department.,The communication between the software development and the IFA will be tasked through the information there IT Department.,3,18,False,False,clarification,0.21733085811138153
S345,T088,spk_1,0:27:42,1662,But the idea is that the uh IT department will out of the activity and the real development and we were essentially as the client for the company.,But the idea is that the IT department will out of the activity and the real development and we were essentially as the client for the company.,4,27,False,False,answer,0.22862067818641663
S346,T089,spk_2,0:28:20,1700,Okay.,Okay.,0,1,True,False,clarification,0.3142271041870117
S347,T089,spk_2,0:28:20,1700,And also the after the system is up and running all the storage the computing everything should be handled by an external company sources around the cloud service or some kind of service in the uh Okay.,And also the after the system is up and running all the storage the computing everything should be handled by an external company sources around the cloud service or some kind of service in the Okay.,1,36,False,False,agreement,0.21001063287258148
S348,T089,spk_2,0:28:20,1700,"Uh I I know it's a it's a very general question, but is there any legal or financial restrictions on the system to have, like there any data that's too confidential to store uh off sites or anything like this?","I know it's a it's a very general question, but is there any legal or financial restrictions on the system to have, like there any data that's too confidential to store off sites or anything like this?",2,37,False,False,question,0.6706073880195618
S349,T090,spk_1,0:28:55,1735,Um,Um,0,1,True,False,clarification,0.300231397151947
S350,T091,spk_2,0:28:56,1736,"legal data, anything.","legal data, anything.",0,3,True,False,clarification,0.2215806245803833
S351,T091,spk_2,0:28:56,1736,"I'm just trying to eliminate, demarcate what inside and what is outside","I'm just trying to eliminate, demarcate what inside and what is outside",1,12,False,False,clarification,0.4968831241130829
S352,T092,spk_1,0:29:00,1740,"That's a good question, because part of the things that we didn't talk about is the issue of localization.","That's a good question, because part of the things that we didn't talk about is the issue of localization.",0,19,False,False,question,0.7114744782447815
S353,T092,spk_1,0:29:00,1740,So the system is about to serve many people around the world.,So the system is about to serve many people around the world.,1,12,False,False,answer,0.289631187915802
S354,T092,spk_1,0:29:00,1740,"So it might be that we need uh to adjust the system to the local regulation, the local review.","So it might be that we need to adjust the system to the local regulation, the local review.",2,18,False,False,clarification,0.21964971721172333
S355,T092,spk_1,0:29:00,1740,"So, for example, in terms of language, in terms of currency, in terms of time zone, so this is important.","So, for example, in terms of language, in terms of currency, in terms of time zone, so this is important.",3,20,False,False,priority,0.6003249287605286
S356,T092,spk_1,0:29:00,1740,"Furthermore, certain countries do have restriction about the data.","Furthermore, certain countries do have restriction about the data.",4,9,False,False,constraint,0.3216393291950226
S357,T092,spk_1,0:29:00,1740,"Yeah, I'm not sure if whether it's in a is right for every country in europe but in Germany, you're not allowed to exactly german data outside of the country.","Yeah, I'm not sure if whether it's in a is right for every country in europe but in Germany, you're not allowed to exactly german data outside of the country.",5,30,False,False,question,0.3348589539527893
S358,T092,spk_1,0:29:00,1740,Exactly.,Exactly.,6,1,True,False,clarification,0.3397524356842041
S359,T092,spk_1,0:29:00,1740,Uh We should take this into consideration.,We should take this into consideration.,7,6,False,False,clarification,0.24262559413909912
S360,T092,spk_1,0:29:00,1740,Indeed that's a good question.,Indeed that's a good question.,8,5,False,False,question,0.7314738035202026
